date,spill,forebay
2005-07-28 22:00:00,112.0,108.278581
2005-07-28 23:00:00,114.6,108.157895
2005-07-29 00:00:00,114.6,107.884363
2005-07-29 01:00:00,114.6,107.752957
2005-07-29 02:00:00,114.6,107.480315
2005-07-29 03:00:00,114.6,107.349081
2005-07-29 04:00:00,101.2,107.077326
2005-07-29 22:00:00,123.4,105.897772
2005-07-29 23:00:00,124.8,105.76671
2005-07-30 00:00:00,124.7,105.643045
2005-07-30 01:00:00,124.3,105.235602
2005-07-30 02:00:00,124.4,105.242464
2005-07-30 03:00:00,124.5,104.973822
2005-07-30 04:00:00,105.4,104.842932
2005-07-30 22:00:00,120.3,106.544503
2005-07-30 23:00:00,123.4,106.413613
2005-07-31 00:00:00,123.4,106.430446
2005-07-31 01:00:00,123.5,106.290957
2005-07-31 02:00:00,123.3,106.299213
2005-07-31 03:00:00,123.4,105.890052
2005-07-31 04:00:00,104.5,106.028834
2005-07-31 22:00:00,121.0,107.217848
2005-07-31 23:00:00,123.5,107.227332
2005-08-01 00:00:00,123.6,106.955381
2005-08-01 01:00:00,123.7,106.955381
2005-08-01 02:00:00,123.7,106.675393
2005-08-01 03:00:00,123.7,107.086614
2005-08-01 04:00:00,119.6,106.937173
2005-08-01 22:00:00,123.9,106.290957
2005-08-01 23:00:00,124.0,106.167979
2005-08-02 00:00:00,123.0,105.759162
2005-08-02 01:00:00,123.8,105.759162
2005-08-02 02:00:00,123.7,105.759162
2005-08-02 03:00:00,123.7,105.490196
2005-08-02 04:00:00,122.8,105.897772
2005-08-02 22:00:00,115.7,105.098039
2005-08-02 23:00:00,115.5,104.96732
2005-08-03 00:00:00,115.5,105.104712
2005-08-03 01:00:00,115.5,105.380577
2005-08-03 02:00:00,115.5,105.104712
2005-08-03 03:00:00,115.4,105.242464
2005-08-03 04:00:00,114.9,105.104712
2005-08-04 22:00:00,125.2,107.732634
2005-08-04 23:00:00,100.2,108.005249
2005-08-05 22:00:00,114.1,108.256881
2005-08-05 23:00:00,115.2,107.722513
2005-08-06 00:00:00,115.3,107.884363
2005-08-06 01:00:00,115.0,107.198953
2005-08-06 02:00:00,114.8,106.937173
2005-08-06 03:00:00,114.6,106.806283
2005-08-06 04:00:00,113.4,106.675393
2005-08-06 22:00:00,109.4,105.635649
2005-08-06 23:00:00,109.6,105.504587
2005-08-07 00:00:00,109.5,105.235602
2005-08-07 01:00:00,101.6,105.519054
2005-08-08 22:00:00,125.1,103.810775
2005-08-08 23:00:00,119.1,103.805774
2005-08-09 00:00:00,100.2,103.805774
2005-08-09 22:00:00,104.5,103.272251
2005-08-10 22:00:00,128.4,102.349869
2005-08-10 23:00:00,128.5,102.617801
2005-08-11 00:00:00,128.5,102.48366
2005-08-11 01:00:00,118.4,102.216428
2005-08-11 02:00:00,104.0,102.48366
2005-08-11 22:00:00,148.6,103.010471
2005-08-11 23:00:00,148.5,103.010471
2005-08-12 00:00:00,148.4,103.014417
2005-08-12 01:00:00,148.1,102.879581
2005-08-12 02:00:00,148.3,102.614379
2005-08-12 03:00:00,142.5,102.748691
2005-08-12 04:00:00,129.9,102.748691
2005-08-17 20:00:00,101.5,102.890933
2005-08-17 21:00:00,128.4,102.890933
2005-08-17 22:00:00,130.0,103.162055
2005-08-17 23:00:00,126.9,103.293808
2005-08-18 00:00:00,128.5,103.022339
2005-08-18 01:00:00,127.9,103.022339
2005-08-18 02:00:00,127.3,103.157895
2005-08-18 03:00:00,112.9,103.293808
2005-08-18 21:00:00,111.7,104.743083
2005-08-19 21:00:00,115.2,106.96452
2005-08-19 22:00:00,115.4,107.246377
2005-08-19 23:00:00,115.6,106.833114
2005-08-20 21:00:00,103.5,107.601573
2005-08-20 22:00:00,103.6,107.601573
2005-08-20 23:00:00,101.2,107.470511
2005-08-22 21:00:00,113.3,102.883355
2005-08-22 22:00:00,113.4,102.752294
2005-08-22 23:00:00,113.5,102.752294
2005-08-23 20:00:00,106.1,101.965924
2005-08-23 21:00:00,143.7,102.368421
2005-08-23 22:00:00,141.9,102.099738
2005-08-23 23:00:00,125.8,102.099738
2005-08-24 00:00:00,125.8,102.099738
2005-08-24 01:00:00,125.3,101.968504
2005-08-24 02:00:00,110.9,101.968504
2005-08-24 21:00:00,119.5,103.022339
2005-08-24 22:00:00,119.7,103.153745
2005-08-24 23:00:00,119.8,103.153745
2005-08-25 00:00:00,117.6,103.153745
2005-08-27 21:00:00,100.6,106.438896
2005-08-27 22:00:00,100.5,106.299213
2005-08-27 23:00:00,100.6,106.438896
