date,tailwater_tdg
2006-04-11 23:00:00,124.310112
2006-04-12 00:00:00,124.572929
2006-04-12 01:00:00,124.278214
2006-04-12 02:00:00,124.409447
2006-04-12 03:00:00,124.572929
2006-04-12 04:00:00,124.409447
2006-04-12 05:00:00,124.409447
2006-04-12 06:00:00,124.278214
2006-04-12 07:00:00,124.246391
2006-04-12 08:00:00,122.673668
2006-04-12 09:00:00,121.391068
2006-04-12 10:00:00,120.707741
2006-04-12 11:00:00,120.707741
2006-04-12 12:00:00,120.707741
2006-04-12 13:00:00,119.134995
2006-04-12 14:00:00,119.422569
2006-04-12 15:00:00,119.291344
2006-04-12 16:00:00,119.422569
2006-04-12 17:00:00,120.762161
2006-04-12 18:00:00,119.842316
2006-04-12 19:00:00,119.291344
2006-04-12 20:00:00,119.26606
2006-04-12 21:00:00,119.134995
2006-04-12 22:00:00,119.26606
2006-04-12 23:00:00,118.979057
2006-04-13 00:00:00,118.979057
2006-04-13 01:00:00,119.109955
2006-04-13 02:00:00,119.109955
2006-04-13 03:00:00,119.109955
2006-04-13 04:00:00,119.240845
2006-04-13 05:00:00,119.240845
2006-04-13 06:00:00,119.240845
2006-04-13 07:00:00,119.109955
2006-04-13 08:00:00,119.084969
2006-04-13 09:00:00,119.084969
2006-04-13 10:00:00,118.954254
2006-04-13 11:00:00,119.240845
2006-04-13 12:00:00,119.109955
2006-04-13 13:00:00,119.26606
2006-04-13 14:00:00,120.576683
2006-04-13 15:00:00,119.422569
2006-04-13 16:00:00,119.316689
2006-04-13 17:00:00,119.316689
2006-04-13 18:00:00,119.316689
2006-04-13 19:00:00,119.34211
2006-04-13 20:00:00,119.34211
2006-04-13 21:00:00,119.34211
2006-04-13 22:00:00,119.367584
2006-04-13 23:00:00,119.525078
2006-04-14 00:00:00,120.71241
2006-04-14 01:00:00,121.00396
2006-04-14 02:00:00,120.607666
2006-04-14 03:00:00,121.031738
2006-04-14 04:00:00,119.708992
2006-04-14 05:00:00,119.602654
2006-04-14 06:00:00,119.602654
2006-04-14 07:00:00,119.628647
2006-04-14 08:00:00,119.628647
2006-04-14 09:00:00,119.787529
2006-04-14 10:00:00,119.787529
2006-04-14 11:00:00,119.654716
2006-04-14 12:00:00,119.654716
2006-04-14 13:00:00,119.628647
2006-04-14 14:00:00,119.628647
2006-04-14 15:00:00,119.496025
2006-04-14 16:00:00,119.628647
2006-04-14 17:00:00,119.628647
