,0.05,0.5,0.95
8,101.04566295774558,103.8587313095694,109.57649653116974
9,101.2574196218001,104.12774348817477,109.74963815237854
10,101.46881171572024,104.39601773008052,109.92219069714554
11,101.67964873542624,104.66334697891833,110.09403419211301
12,101.88977210203349,104.9296080542697,110.26496976060012
13,102.09909548807985,105.19477993352686,110.43473049271138
14,102.3076181391422,105.4589117228958,110.60302726454641
15,102.51540444792501,105.72214601128027,110.7696148808603
16,102.72258530131411,105.9847981488553,110.93435681447149
17,102.9293931718427,106.24753825347732,111.09722214867924
18,103.1361966697085,106.5118578142159,111.25836931032028
19,103.34351085515041,106.78143495337532,111.41840077033388
20,103.55206674753686,107.06671764719997,111.57910222499254
21,103.76265293575321,107.39969392026278,111.74586476536157
22,103.972957166547,107.8112754874959,111.93490444952734
23,104.17210273693154,108.06710854786132,112.11365175143176
24,104.36785551332399,108.25229005409192,112.3185183550717
25,104.56203167215277,108.41562703709386,112.5162052362009
26,104.75479664781696,108.57885494921332,112.65694047627068
27,104.94342314011426,108.7426551426474,112.73773958968576
28,105.12527797012197,108.90299349477455,112.79119484566897
29,105.30081386439578,109.05579259634924,112.83826906739597
30,105.47226850168929,109.19903914858833,112.8827818283803
31,105.64130274831419,109.33319162033477,112.92565881129327
32,105.81055229704104,109.46016945855445,112.96805830455305
33,105.98296152787567,109.58194674649059,113.01080934812825
34,106.16099192489517,109.70016116963147,113.0538802092211
35,106.34562210453569,109.8161922168954,113.09695134054498
36,106.535419498136,109.9299416844755,113.14288853377957
37,106.72565404497026,110.03970018697999,113.19916519106746
38,106.91032671243721,110.1432853443814,113.27051529055035
39,107.08639241445886,110.24119400784201,113.35893789895269
40,107.25509814633118,110.33874891247709,113.46281967249789
41,107.41985597679998,110.4419481023057,113.57851806323532
42,107.58391479211734,110.55431309819036,113.70299155683385
43,107.74948692467133,110.67805922358032,113.83503088512276
44,107.91804025364159,110.81452070943182,113.97467616721714
45,108.09043584954445,110.96398579794317,114.1214278350328
46,108.26718378498151,111.12462345353015,114.27369669284758
47,108.4497534656423,111.29216886484946,114.42968607350481
48,108.65106373356052,111.46145217418622,114.58855842813419
49,108.89414921889417,111.62856437884618,114.75136322511385
50,109.16980466863207,111.79239398046774,114.92001111949648
51,109.43840956752435,111.9546246341737,115.09449000448423
52,109.6838324493373,112.11877292290448,115.27022415262377
53,109.91029412876239,112.28818786736659,115.43868276967704
54,110.12318246945593,112.46415003121666,115.59222154665873
55,110.32660089937865,112.64415193126044,115.72782454038887
56,110.52583138932268,112.82040605680312,115.84670767868882
57,110.72966468115442,112.98423106514561,115.95188683128622
58,110.95185576633591,113.13118818862279,116.04521243571027
59,111.20845633258432,113.26162296440884,116.12631751736708
60,111.50204982132007,113.37871863149502,116.19326264865764
61,111.78542763203484,113.4859902148427,116.24376893968393
62,111.98630611089466,113.58536909992928,116.27865916411555
63,112.10116450700365,113.67686201509152,116.3002492051737
64,112.17467209195024,113.75991198050333,116.31059339276928
65,112.23649938316355,113.83570904684336,116.31121619800928
66,112.29685040737598,113.90771989173257,116.3061655738616
67,112.35875568464769,113.97826991401922,116.2996253054638
68,112.42305986763257,114.04787171682618,116.2937225243795
69,112.48873027478213,114.11667995345027,116.2895640818206
70,112.55451330367725,114.18496702485803,116.2879360921867
71,112.61949466697354,114.2530089745912,116.2893068938055
72,112.68332948323345,114.32112081983668,116.29407235882142
73,112.74650414693257,114.38970110161355,116.30274585331263
74,112.80971899115136,114.45912786081308,116.3158018089559
75,112.87344750029837,114.52965324187875,116.33358595522988
