,0.05,0.5,0.95
4,101.14911792926584,106.28471395903229,112.46428393862301
5,101.61388070314764,106.7825129853148,113.01458586676118
6,102.07225343392166,107.27462565358215,113.56103618004896
7,102.52731505364322,107.76391682628095,114.1051405226503
8,102.98154459043674,108.2544541742282,114.64848697869385
9,103.41991747150128,108.74052175734228,115.18019349719813
10,103.8054224635647,109.21573843125218,115.67007220279552
11,104.32075487085494,109.70394139345343,116.05801387964225
12,105.1667690136905,110.13382203047739,116.25181169910897
13,105.98706279880848,110.394854775926,116.38844475732992
14,106.67743791968132,110.67041133007723,116.52292938419353
15,107.44744628928619,110.91454957768205,116.72766104155619
16,108.3148394168347,111.08365625905573,116.78433119398736
17,108.6985936897383,111.1743030731188,116.707976362697
18,108.84439110959988,111.19234402896997,116.66063779017178
19,108.94268706701249,111.20141049200697,116.63372694490266
20,108.9996661680235,111.21338633194573,116.62573505346097
21,109.04025775403267,111.22898899810804,116.62152711332953
22,109.1218237643806,111.24711076278903,116.61396769373819
23,109.3969922023389,111.33925690649647,116.60281828654728
24,109.82149101555805,112.06349174444252,117.32724883004578
25,110.29694285929716,112.62469971075383,117.96173253111658
26,110.77658578836184,113.0560499009604,118.38448796942716
27,111.3079788157502,113.66222663909195,119.00869992912267
28,111.88164446712284,114.24338904232523,119.70704149535972
29,112.38618659734472,114.4768635015505,119.76126775360301
30,112.81234200399652,114.7459221146938,119.79959699101606
31,113.14547258006156,115.02912155529866,119.8128120733138
32,113.43448297951213,115.33274746929705,119.81916967003602
33,113.7442935093475,115.66713107419378,119.83009143180665
34,114.07998383542926,116.0090472974254,119.837839892974
35,114.42115353777169,116.3215932564637,119.8413509774243
36,114.75620511396056,116.59481425459806,119.85120042264643
37,115.08692392376234,116.83352411741056,119.872217321294
38,115.40212613052083,117.03999163309732,119.89684159163154
39,115.65405558127993,117.20171865107679,119.91593855558492
40,115.8279131710566,117.31612909400116,119.93099512592266
41,115.94440204133541,117.41778791341586,119.95132879587244
42,116.04078366877074,117.53901829845114,120.01029454676679
43,116.16987985705555,117.70330949242862,120.16995171961241
44,116.35132357970244,117.9040951880582,120.37984706746003
45,116.572591471625,118.12052949742404,120.59986730426493
46,116.81446402550856,118.34809769535651,120.83037772939208
47,117.0725320727494,118.59952867658762,121.08558791759864
48,117.34221100368005,118.8793665539865,121.33497080065138
49,117.5952394317274,119.16277393211081,121.54774726452244
50,117.8044267505738,119.42180187018967,121.75250652878391
51,117.9784791015372,119.66438208732326,121.98501091440029
52,118.16327563807887,119.91585619098112,122.25729361486408
53,118.39364834263016,120.17672494943523,122.58292828797293
54,118.65711746048174,120.41751693234812,122.93920793002782
55,118.92393354959664,120.62633332886912,123.30945277883798
56,119.18625795288254,120.82607661382534,123.70760123984687
57,119.46001233753735,121.03295326193732,124.11594424969668
58,119.75448305464461,121.27109819428588,124.49201685847646
59,120.04495132216714,121.5802458153856,124.80721101809311
60,120.30063042059871,121.88932990466148,125.06392710716263
61,120.53001297080472,122.18010025598153,125.2861903925477
62,120.76497313157468,122.50185672171658,125.45814641123067
63,121.02362839160398,122.85148114630891,125.55177275878624
64,121.28103349249771,123.15057615652756,125.6295973461308
65,121.52992026259123,123.37381094942893,125.7127655679347
66,121.79756323795421,123.57390002245988,125.8000135091696
67,122.09376059787425,123.77970932528227,125.90017172227422
68,122.40522813440953,123.99994768848262,126.01542073852626
69,122.68762087796534,124.22322718362452,126.1314600919748
70,122.91681312728983,124.44202600631364,126.24090547363276
71,123.10225209623562,124.66141968194974,126.36718092311783
72,123.25328511922733,124.89706277715837,126.54341329347106
73,123.38801912886599,125.15399533812402,126.76888692946008
74,123.5135533821886,125.40717325505759,127.01742293241489
75,123.6482054841038,125.63741573783476,127.25681977320407
76,123.8240876131939,125.85956071816899,127.49456417221901
77,124.04446682521433,126.09355001919813,127.73330586855339
78,124.29766154612619,126.33566468643417,127.95122101645146
79,124.55971439780579,126.55782539717875,128.13800172537225
80,124.80231245232915,126.75101154993216,128.3019059614831
81,125.0104256492712,126.93324504152886,128.46411677605005
82,125.17664973143731,127.11967458011824,128.64567245327444
83,125.30897829702094,127.31313521233577,128.84932819919726
84,125.42756060460825,127.5004336279876,129.05725625748602
85,125.54698466609062,127.67697605959313,129.24945507054247
86,125.67622547831976,127.85818792173585,129.43442603974052
87,125.8065622898221,128.05837618221275,129.6222910053552
88,125.92551477729779,128.27022518410558,129.80245357562387
89,126.02742671405855,128.46916600988675,129.95388864265487
90,126.105865688265,128.6464607072726,130.08050460840394
91,126.15312332289133,128.81172204464357,130.2157496888898
92,126.20553570113387,128.97303574867743,130.39799509037624
93,126.50005499440748,129.1429888396764,130.61590662620816
94,126.94959262654416,129.319080225752,130.8262583651548
95,127.29698187144416,129.49355730250258,131.0180588597624
96,127.6388653327123,129.66693071089344,131.21100459606657
97,128.08252939987483,129.8528460356633,131.40245820258247
98,128.43651317023892,130.06107757086576,131.5682580250683
99,128.68001345346286,130.27034602973364,131.7199223569421
100,128.9329591065182,130.45766435833627,131.86795294803954
101,129.11024437927034,130.62909093666715,132.0269226507293
102,129.19965996418313,130.8024061846304,132.21754002010366
103,129.22210218756254,130.99201093075186,132.4287556131734
