,0.05,0.5,0.95
3,103.11790563198406,108.14527402691556,112.43974136115894
4,103.46342346783973,108.375280450424,112.57503507025707
5,103.80676783472043,108.6074956505158,112.708789834044
6,104.14855165423747,108.84170908713193,112.84130773772209
7,104.49008126799885,109.07776340678903,112.97307924620482
8,104.83251112288063,109.31546092135882,113.1044422377152
9,105.17618021389153,109.55482818445284,113.23556913141859
10,105.5197303265848,109.79639076024388,113.36596794099334
11,105.85802871679303,110.0426092031583,113.49404255291256
12,106.19790878851786,110.27888522440398,113.61633339924617
13,106.5482029794321,110.498582509054,113.73364436221053
14,106.89962518718147,110.70660578533936,113.84295041038112
15,107.23814157910489,110.90728508154747,113.94296242456888
16,107.5718949620605,111.09977896868439,114.03381775986539
17,107.91385180162398,111.2846747021073,114.11842004812202
18,108.26564863100276,111.46391421086042,114.20131780540325
19,108.60652498807843,111.6358126156082,114.28762226312601
20,108.91964312753437,111.79865344764443,114.37995460135029
21,109.2146122920193,111.95967196354326,114.48044404761133
22,109.50180055954031,112.12984335565982,114.59355942749
23,109.7768010354795,112.31398958092505,114.72579228581489
24,110.0312214463595,112.51291378929767,114.88155452578351
25,110.27789883187384,112.72689119655286,115.0623859215
26,110.53464521129156,112.95818564792172,115.27003483567256
27,110.8049363688309,113.20801129937085,115.50594111353085
28,111.08913408261952,113.47350744065389,115.7710279963643
29,111.3870733920409,113.74945005712848,116.0627027162469
30,111.69666031108004,114.03131203062667,116.37322722120693
31,112.0125905379911,114.31397175561425,116.69275900452926
32,112.3288605625148,114.59361828247013,117.01380474798162
33,112.64236861368843,114.8686787891521,117.33221697993253
34,112.95221710072595,115.14018133029819,117.64436909703619
35,113.2573557042774,115.40785318560108,117.9454743428155
36,113.55640275606454,115.66994704782381,118.2325221387876
37,113.84907116936638,115.92551882624566,118.50643190766004
38,114.13658611856363,116.17834612554249,118.77247010179066
39,114.41922378238542,116.43083804468894,119.03553665117367
40,114.69732543162984,116.68656910968187,119.29779544401283
41,114.97379695444012,116.95360675851931,119.56012888960713
42,115.25216918889096,117.2382824975519,119.82270626727806
43,115.53672991295392,117.53359963597336,120.08412517892796
44,115.82898692248988,117.82689105380341,120.3425580410119
45,116.12451567881502,118.11396817763216,120.5967719201937
46,116.41696517435767,118.39826780876986,120.84725361805988
47,116.70046448692895,118.68252253392305,121.09498220718947
48,116.97267381304029,118.96654379466808,121.34381965967032
49,117.23639946109806,119.24707381572931,121.60058599626228
