,0.05,0.5,0.95
15,100.49140766629164,104.40447843338931,109.06487687949043
16,100.66817983453868,104.64946636711842,109.27602583120074
17,100.8495215205132,104.89837099905795,109.48722082969724
18,101.03545689401493,105.15119645604497,109.69841259417682
19,101.22590965468449,105.40782544110498,109.90957645508101
20,101.42074047751166,105.6680599882083,110.12076217092216
21,101.61977984824004,105.93166175243267,110.33208700834209
22,101.82281721811158,106.19828898726401,110.54368912704025
23,102.0295441756633,106.46753423454534,110.75567623013735
24,102.23956018848943,106.73902362770531,110.96807744387324
25,102.45238520923728,107.01241384400107,111.18081333019855
26,102.6673403465919,107.2870874781707,111.39373089207334
27,102.883065820814,107.561399909841,111.60674582243962
28,103.0969324775623,107.83184850428562,111.82002147927605
29,103.30806408513014,108.09670337414592,112.03296401168372
30,103.53505381008333,108.35908711328571,112.23213026636886
31,103.76550392185126,108.62249694009678,112.42384925627034
32,104.00091775072177,108.9066340792909,112.61047843114805
33,104.24225694553274,109.24610779000362,112.79750324495997
34,104.49235371302963,109.67642596795662,112.9913657604894
35,104.7540872411061,110.11626149720809,113.19421838151091
36,105.02388553427757,110.4179975501751,113.39601693532106
37,105.29804599109616,110.61100553798576,113.5765797734292
38,105.5771502309533,110.76932555502775,113.72642975602774
39,105.85770511457555,110.91741269582558,113.85588570669142
40,106.13455755560727,111.05993954397606,113.9786539763069
41,106.40418711490182,111.19888341894796,114.10122744876338
42,106.66530946185853,111.33534306722488,114.22487261775952
43,106.91870973339044,111.46972702745401,114.349161453325
44,107.16623146835695,111.60204986370128,114.47336550546099
45,107.4098618859081,111.7322541203607,114.59684239946638
46,107.6512871924175,111.8604273075786,114.71927476326707
47,107.89157899523812,111.9869617348255,114.84085488815046
48,108.13109487916273,112.11261726955117,114.96214472218209
49,108.36901668669188,112.23756033643811,115.08363070724374
50,108.60323457954519,112.36183388861826,115.2057109245324
51,108.83098967415268,112.48534573660105,115.32827339750256
52,109.05008174128604,112.60766967209878,115.45069833251249
53,109.25905449009765,112.72824063132825,115.57210509602272
54,109.45674023422912,112.84641193155053,115.69150422671433
55,109.64226640146332,112.96143263914941,115.80785274378457
56,109.81527475485635,113.07264474583442,115.92026879354346
57,109.9759835576516,113.17947540685229,116.02806957656676
58,110.12597873093783,113.28152692139794,116.13078353446774
59,110.26730467281928,113.3786616201975,116.22826638727254
60,110.40121772420068,113.47106318813195,116.32072545616086
61,110.52829706879042,113.55918613020518,116.40852563848648
62,110.64863428346371,113.64370613424238,116.49216383510768
63,110.76230221267234,113.72536489178219,116.5722691203619
64,110.87010800356323,113.80503822210727,116.64964656126628
65,110.9730615931106,113.88361992221347,116.72494004153961
66,111.07162148395707,113.96181705174082,116.79830821178193
67,111.16610906177783,114.03998897731925,116.86934572167725
68,111.25726171931657,114.11840746890869,116.93750570446964
69,111.34613717488008,114.19726430616711,117.00238257160335
70,111.43380007057502,114.27671917323832,117.06373553498356
71,111.52158264998322,114.35687137072665,117.12161094125985
72,111.61074708209854,114.43767455022041,117.17630848837786
73,111.70213594540333,114.51892355235174,117.22823721619199
74,111.79605949116551,114.60028750924022,117.27797193865344
75,111.89230110416051,114.68128768702421,117.32618921370192
76,111.99035561668192,114.76156065956414,117.37344356941477
77,112.08940900893029,114.84090549228475,117.4200766836844
78,112.18829084496613,114.91915917418102,117.46649266097619
79,112.285452685641,114.9961219726121,117.51316113085872
80,112.37928944772301,115.0716560616382,117.56059630340552
81,112.46868743569381,115.14589193746683,117.60925224097582
82,112.55328793693045,115.21938442611479,117.6595679412752
83,112.6332275460124,115.2928862520963,117.71187924809145
84,112.70897507952243,115.36692886442206,117.76631659812266
85,112.78119551289649,115.44174684670624,117.82278082534917
86,112.85078347425609,115.51734619651498,117.88098931270375
87,112.91886832219772,115.59368855205277,117.94065998427068
88,112.98682542759528,115.67082824543797,118.00163339066009
89,113.05595058005568,115.74884587401196,118.06372015575252
90,113.12690385042981,115.82774773283828,118.12652050736013
91,113.19975989860173,115.90721666870037,118.18946427978759
92,113.27449713618479,115.98670798835516,118.25200609697494
93,113.35123166489515,116.06570624562481,118.31393153353301
94,113.43001500544457,116.14386690212073,118.37534493024832
95,113.51059789097042,116.22093341922928,118.43607794227029
96,113.59236982471964,116.29668536939715,118.495620233076
97,113.67456773234645,116.37067313976883,118.5533318797917
98,113.75622264008172,116.44219400560463,118.6086951100157
99,113.83632340287998,116.5103553284005,118.66139544600999
100,113.91372559804502,116.57432342859776,118.71123966118836
101,113.98720666935588,116.63346987673576,118.75829054970798
102,114.05573832463062,116.68741370384072,118.80290917173647
103,114.11885604052357,116.73592646566824,118.84533301274662
104,114.1768947555353,116.77910674493079,118.88561949602936
105,114.23044463728532,116.81741672543903,118.92386774503196
106,114.27990822928167,116.8515980403063,118.96038295402082
107,114.32529522775316,116.88260093803419,118.99556671631709
108,114.36604589791853,116.91135491044957,119.02997381338459
109,114.40134028767605,116.93865109503042,119.06477053630934
110,114.43046622648278,116.96513175746622,119.10153458325479
111,114.45314448533156,116.99161104517324,119.14168741791721
112,114.46962531398329,117.01920254678782,119.18584857753187
113,114.48050857471327,117.04917330990872,119.23389586612592
114,114.48665304747203,117.08256166430037,119.28521638122398
115,114.4890133507454,117.11989150832787,119.33886718455634
116,114.48850544125374,117.161101579214,119.3938854520298
117,114.48613487002282,117.2058690662165,119.44981680050276
118,114.48332057645551,117.25408353761549,119.50699981066373
119,114.48119604296657,117.30569411254231,119.56618691250931
120,114.48055741289544,117.36060011401948,119.62797055186876
121,114.48195813144152,117.41860346009915,119.69328296133368
122,114.48567663072191,117.47960656652451,119.76456568993541
123,114.4917012607206,117.54403559058574,119.84388433726454
124,114.49996630660566,117.61240900304523,119.93212483421604
125,114.51220791022202,117.6852805327207,120.02983613470394
126,114.53110466525374,117.76304209826033,120.13804012206067
127,114.5593394169827,117.84581667002212,120.25823103700098
128,114.59939357780733,117.933458907931,120.39111671640934
129,114.65268624964541,118.02560006491798,120.53576031448951
130,114.71907551775924,118.12205711315377,120.69054961086907
131,114.79698323281931,118.22187540992336,120.85113562516044
132,114.88403287222668,118.3215644245286,121.00918484920236
133,114.97812209074547,118.41549019712136,121.15762105232662
134,115.07713596004906,118.4996454789167,121.29513143223113
135,115.17848240164071,118.57414833839172,121.42584564385815
136,115.27948475736603,118.6415657124398,121.55486723923072
137,115.37828396762033,118.70464441649682,121.68568066112232
138,115.47399038886459,118.76532028856097,121.81968122991888
139,115.5662724442182,118.82455726970827,121.95642710645444
140,115.65505130858644,118.88327962315212,122.09351327807833
141,115.74024960474654,118.9426202947731,122.22669946351617
142,115.82171240768928,119.00329999502092,122.35041455079377
143,115.89859663273356,119.0649639196632,122.45869773009954
144,115.96996379824431,119.12421209078136,122.5468241262734
145,116.03493250223768,119.17451808615603,122.61362998766455
146,116.09423090607218,119.21140574103912,122.6616525077716
147,116.1513159966414,119.23860099226891,122.69530916690123
148,116.21286082874182,119.26699816551876,122.71997983363629
