,0.05,0.5,0.95
9,104.17350360740595,109.81198028978639,112.0942423997105
10,104.41815592943587,109.8349448998248,112.04082897944735
11,104.66315085515656,109.85834411063657,111.99062120895417
12,104.90840807183235,109.88222635581278,111.94238124059129
13,105.15335937818433,109.9064514228094,111.89536096407583
14,105.39707358229624,109.93079741432773,111.84980663001662
15,105.63898638815098,109.95524050326804,111.80824770518038
16,105.87988655459282,109.98025967703305,111.782493895276
17,106.12511600137063,110.00944133219257,111.79071873829746
18,106.38567588204101,110.03958192077081,111.80603042894923
19,106.64575899259118,110.06890312640795,111.82451793892217
20,106.87777059393933,110.09676777473592,111.84655850003925
21,107.09873103295597,110.12904910686609,111.87605408439063
22,107.32883568570105,110.17710061810895,111.91524957690112
23,107.57097362863152,110.23727814464326,111.95941988946653
24,107.81029743959846,110.30504765749158,112.00346797801066
25,108.04321189647773,110.38863425316929,112.04884654921453
26,108.26540666688845,110.50198463678939,112.10341882499341
27,108.4789676205023,110.6415430559699,112.17355222565266
28,108.6980173732522,110.79797669540834,112.26073318700682
29,108.931932032837,110.97161410422065,112.36303529338755
30,109.1748633648704,111.16478687032563,112.4861997075212
31,109.41880236474208,111.37471610197966,112.64082785767276
32,109.66148556229648,111.61136053746331,112.83129746133125
33,109.90301171779983,111.86131515008327,113.04587729192158
34,110.14882076761081,112.11948549177772,113.27160612646396
35,110.39602017274343,112.38130251532218,113.50798874875977
36,110.63945273057986,112.64493622880478,113.76476153570876
37,110.8972938741484,112.91384132463494,114.04653687020927
38,111.1550785413002,113.17913148669217,114.3447868705038
39,111.40167511851226,113.43942561395166,114.63945051744031
40,111.64348050273254,113.69330636324499,114.91728246027546
41,111.8882422721026,113.9413271463557,115.17260208358563
42,112.14073590884487,114.18815168567394,115.40974930424642
43,112.39579993013885,114.422641329753,115.63069677419892
44,112.66607479981053,114.61265351700108,115.8208661022861
45,112.97990070752033,114.77972629858996,115.96152209453652
46,113.21388649013872,114.92321168391074,116.05394175448214
47,113.41485611966718,115.05678801070908,116.11021703390365
48,113.64395794139367,115.20279001397434,116.14600374416966
49,114.03938079124525,115.40373588561305,116.16530841819905
50,114.3255370683091,115.54222148039456,116.17542944756879
